cost,maintainence,doors,persons,trunk,safety,rating
high,medium,5,2,big,medium,poor
high,medium,5,2,big,high,poor
high,medium,5,4,small,low,poor
high,medium,5,4,small,medium,poor
high,medium,5,4,small,high,acceptable
high,medium,5,4,medium,low,poor
high,medium,5,4,medium,medium,acceptable
high,medium,5,4,medium,high,acceptable
high,medium,5,4,big,low,poor
high,medium,5,4,big,medium,acceptable
high,medium,5,4,big,high,acceptable
high,medium,5,6,small,low,poor
high,medium,5,6,small,medium,poor
high,medium,5,6,small,high,acceptable
high,medium,5,6,medium,low,poor
high,medium,5,6,medium,medium,acceptable
high,medium,5,6,medium,high,acceptable
high,medium,5,6,big,low,poor
high,medium,5,6,big,medium,acceptable
high,medium,5,6,big,high,acceptable
high,low,2,2,small,low,poor
high,low,2,2,small,medium,poor
high,low,2,2,small,high,poor
high,low,2,2,medium,low,poor
high,low,2,2,medium,medium,poor
high,low,2,2,medium,high,poor
high,low,2,2,big,low,poor
high,low,2,2,big,medium,poor
high,low,2,2,big,high,poor
high,low,2,4,small,low,poor
high,low,2,4,small,medium,poor
high,low,2,4,small,high,acceptable
high,low,2,4,medium,low,poor
high,low,2,4,medium,medium,poor
high,low,2,4,medium,high,acceptable
high,low,2,4,big,low,poor
high,low,2,4,big,medium,acceptable
high,low,2,4,big,high,acceptable
high,low,2,6,small,low,poor
high,low,2,6,small,medium,poor
high,low,2,6,small,high,poor
high,low,2,6,medium,low,poor
high,low,2,6,medium,medium,poor
high,low,2,6,medium,high,acceptable
high,low,2,6,big,low,poor
high,low,2,6,big,medium,acceptable
high,low,2,6,big,high,acceptable
high,low,3,2,small,low,poor
high,low,3,2,small,medium,poor
high,low,3,2,small,high,poor
high,low,3,2,medium,low,poor
high,low,3,2,medium,medium,poor
high,low,3,2,medium,high,poor
high,low,3,2,big,low,poor
high,low,3,2,big,medium,poor
high,low,3,2,big,high,poor
high,low,3,4,small,low,poor
high,low,3,4,small,medium,poor
high,low,3,4,small,high,acceptable
high,low,3,4,medium,low,poor
high,low,3,4,medium,medium,poor
high,low,3,4,medium,high,acceptable
high,low,3,4,big,low,poor
high,low,3,4,big,medium,acceptable
high,low,3,4,big,high,acceptable
high,low,3,6,small,low,poor
high,low,3,6,small,medium,poor
high,low,3,6,small,high,acceptable
high,low,3,6,medium,low,poor
high,low,3,6,medium,medium,acceptable
high,low,3,6,medium,high,acceptable
high,low,3,6,big,low,poor
high,low,3,6,big,medium,acceptable
high,low,3,6,big,high,acceptable
high,low,4,2,small,low,poor
high,low,4,2,small,medium,poor
high,low,4,2,small,high,poor
high,low,4,2,medium,low,poor
high,low,4,2,medium,medium,poor
high,low,4,2,medium,high,poor
high,low,4,2,big,low,poor
high,low,4,2,big,medium,poor
high,low,4,2,big,high,poor
high,low,4,4,small,low,poor
high,low,4,4,small,medium,poor
high,low,4,4,small,high,acceptable
high,low,4,4,medium,low,poor
high,low,4,4,medium,medium,acceptable
high,low,4,4,medium,high,acceptable
high,low,4,4,big,low,poor
high,low,4,4,big,medium,acceptable
high,low,4,4,big,high,acceptable
high,low,4,6,small,low,poor
high,low,4,6,small,medium,poor
high,low,4,6,small,high,acceptable
high,low,4,6,medium,low,poor
high,low,4,6,medium,medium,acceptable
high,low,4,6,medium,high,acceptable
high,low,4,6,big,low,poor
high,low,4,6,big,medium,acceptable
high,low,4,6,big,high,acceptable
high,low,5,2,small,low,poor
high,low,5,2,small,medium,poor
high,low,5,2,small,high,poor
high,low,5,2,medium,low,poor
high,low,5,2,medium,medium,poor
high,low,5,2,medium,high,poor
high,low,5,2,big,low,poor
high,low,5,2,big,medium,poor
high,low,5,2,big,high,poor
high,low,5,4,small,low,poor
high,low,5,4,small,medium,poor
high,low,5,4,small,high,acceptable
high,low,5,4,medium,low,poor
high,low,5,4,medium,medium,acceptable
high,low,5,4,medium,high,acceptable
high,low,5,4,big,low,poor
high,low,5,4,big,medium,acceptable
high,low,5,4,big,high,acceptable
high,low,5,6,small,low,poor
high,low,5,6,small,medium,poor
high,low,5,6,small,high,acceptable
high,low,5,6,medium,low,poor
high,low,5,6,medium,medium,acceptable
high,low,5,6,medium,high,acceptable
high,low,5,6,big,low,poor
high,low,5,6,big,medium,acceptable
high,low,5,6,big,high,acceptable
medium,vhigh,2,2,small,low,poor
medium,vhigh,2,2,small,medium,poor
medium,vhigh,2,2,small,high,poor
medium,vhigh,2,2,medium,low,poor
medium,vhigh,2,2,medium,medium,poor
medium,vhigh,2,2,medium,high,poor
medium,vhigh,2,2,big,low,poor
medium,vhigh,2,2,big,medium,poor
medium,vhigh,2,2,big,high,poor
medium,vhigh,2,4,small,low,poor
medium,vhigh,2,4,small,medium,poor
medium,vhigh,2,4,small,high,acceptable
medium,vhigh,2,4,medium,low,poor
medium,vhigh,2,4,medium,medium,poor
medium,vhigh,2,4,medium,high,acceptable
medium,vhigh,2,4,big,low,poor
medium,vhigh,2,4,big,medium,acceptable
medium,vhigh,2,4,big,high,acceptable
medium,vhigh,2,6,small,low,poor
medium,vhigh,2,6,small,medium,poor
medium,vhigh,2,6,small,high,poor
medium,vhigh,2,6,medium,low,poor
medium,vhigh,2,6,medium,medium,poor
medium,vhigh,2,6,medium,high,acceptable
medium,vhigh,2,6,big,low,poor
medium,vhigh,2,6,big,medium,acceptable
medium,vhigh,2,6,big,high,acceptable
medium,vhigh,3,2,small,low,poor
medium,vhigh,3,2,small,medium,poor
medium,vhigh,3,2,small,high,poor
medium,vhigh,3,2,medium,low,poor
medium,vhigh,3,2,medium,medium,poor
medium,vhigh,3,2,medium,high,poor
medium,vhigh,3,2,big,low,poor
medium,vhigh,3,2,big,medium,poor
medium,vhigh,3,2,big,high,poor
medium,vhigh,3,4,small,low,poor
medium,vhigh,3,4,small,medium,poor
medium,vhigh,3,4,small,high,acceptable
medium,vhigh,3,4,medium,low,poor
medium,vhigh,3,4,medium,medium,poor
medium,vhigh,3,4,medium,high,acceptable
medium,vhigh,3,4,big,low,poor
medium,vhigh,3,4,big,medium,acceptable
medium,vhigh,3,4,big,high,acceptable
medium,vhigh,3,6,small,low,poor
medium,vhigh,3,6,small,medium,poor
medium,vhigh,3,6,small,high,acceptable
medium,vhigh,3,6,medium,low,poor
medium,vhigh,3,6,medium,medium,acceptable
medium,vhigh,3,6,medium,high,acceptable
medium,vhigh,3,6,big,low,poor
medium,vhigh,3,6,big,medium,acceptable
medium,vhigh,3,6,big,high,acceptable
medium,vhigh,4,2,small,low,poor
medium,vhigh,4,2,small,medium,poor
medium,vhigh,4,2,small,high,poor
medium,vhigh,4,2,medium,low,poor
medium,vhigh,4,2,medium,medium,poor
medium,vhigh,4,2,medium,high,poor
medium,vhigh,4,2,big,low,poor
medium,vhigh,4,2,big,medium,poor
medium,vhigh,4,2,big,high,poor
medium,vhigh,4,4,small,low,poor
medium,vhigh,4,4,small,medium,poor
medium,vhigh,4,4,small,high,acceptable
medium,vhigh,4,4,medium,low,poor
medium,vhigh,4,4,medium,medium,acceptable
medium,vhigh,4,4,medium,high,acceptable
medium,vhigh,4,4,big,low,poor
medium,vhigh,4,4,big,medium,acceptable
medium,vhigh,4,4,big,high,acceptable
medium,vhigh,4,6,small,low,poor
medium,vhigh,4,6,small,medium,poor
medium,vhigh,4,6,small,high,acceptable
medium,vhigh,4,6,medium,low,poor
medium,vhigh,4,6,medium,medium,acceptable
medium,vhigh,4,6,medium,high,acceptable
medium,vhigh,4,6,big,low,poor
medium,vhigh,4,6,big,medium,acceptable
medium,vhigh,4,6,big,high,acceptable
medium,vhigh,5,2,small,low,poor
medium,vhigh,5,2,small,medium,poor
medium,vhigh,5,2,small,high,poor
medium,vhigh,5,2,medium,low,poor
medium,vhigh,5,2,medium,medium,poor
medium,vhigh,5,2,medium,high,poor
medium,vhigh,5,2,big,low,poor
medium,vhigh,5,2,big,medium,poor
medium,vhigh,5,2,big,high,poor
medium,vhigh,5,4,small,low,poor
medium,vhigh,5,4,small,medium,poor
medium,vhigh,5,4,small,high,acceptable
medium,vhigh,5,4,medium,low,poor
medium,vhigh,5,4,medium,medium,acceptable
medium,vhigh,5,4,medium,high,acceptable
medium,vhigh,5,4,big,low,poor
medium,vhigh,5,4,big,medium,acceptable
medium,vhigh,5,4,big,high,acceptable
medium,vhigh,5,6,small,low,poor
medium,vhigh,5,6,small,medium,poor
medium,vhigh,5,6,small,high,acceptable
medium,vhigh,5,6,medium,low,poor
medium,vhigh,5,6,medium,medium,acceptable
medium,vhigh,5,6,medium,high,acceptable
medium,vhigh,5,6,big,low,poor
medium,vhigh,5,6,big,medium,acceptable
medium,vhigh,5,6,big,high,acceptable
medium,high,2,2,small,low,poor
medium,high,2,2,small,medium,poor
medium,high,2,2,small,high,poor
medium,high,2,2,medium,low,poor
medium,high,2,2,medium,medium,poor
medium,high,2,2,medium,high,poor
medium,high,2,2,big,low,poor
medium,high,2,2,big,medium,poor
medium,high,2,2,big,high,poor
medium,high,2,4,small,low,poor
medium,high,2,4,small,medium,poor
medium,high,2,4,small,high,acceptable
medium,high,2,4,medium,low,poor
medium,high,2,4,medium,medium,poor
medium,high,2,4,medium,high,acceptable
medium,high,2,4,big,low,poor
medium,high,2,4,big,medium,acceptable
medium,high,2,4,big,high,acceptable
medium,high,2,6,small,low,poor
medium,high,2,6,small,medium,poor
medium,high,2,6,small,high,poor
medium,high,2,6,medium,low,poor
medium,high,2,6,medium,medium,poor
medium,high,2,6,medium,high,acceptable
medium,high,2,6,big,low,poor
medium,high,2,6,big,medium,acceptable
medium,high,2,6,big,high,acceptable
medium,high,3,2,small,low,poor
medium,high,3,2,small,medium,poor
medium,high,3,2,small,high,poor
medium,high,3,2,medium,low,poor
medium,high,3,2,medium,medium,poor
medium,high,3,2,medium,high,poor
medium,high,3,2,big,low,poor
medium,high,3,2,big,medium,poor
medium,high,3,2,big,high,poor
medium,high,3,4,small,low,poor
medium,high,3,4,small,medium,poor
medium,high,3,4,small,high,acceptable
medium,high,3,4,medium,low,poor
medium,high,3,4,medium,medium,poor
medium,high,3,4,medium,high,acceptable
medium,high,3,4,big,low,poor
medium,high,3,4,big,medium,acceptable
medium,high,3,4,big,high,acceptable
medium,high,3,6,small,low,poor
medium,high,3,6,small,medium,poor
medium,high,3,6,small,high,acceptable
medium,high,3,6,medium,low,poor
medium,high,3,6,medium,medium,acceptable
medium,high,3,6,medium,high,acceptable
medium,high,3,6,big,low,poor
medium,high,3,6,big,medium,acceptable
medium,high,3,6,big,high,acceptable
medium,high,4,2,small,low,poor
medium,high,4,2,small,medium,poor
medium,high,4,2,small,high,poor
medium,high,4,2,medium,low,poor
medium,high,4,2,medium,medium,poor
medium,high,4,2,medium,high,poor
medium,high,4,2,big,low,poor
medium,high,4,2,big,medium,poor
medium,high,4,2,big,high,poor
medium,high,4,4,small,low,poor
medium,high,4,4,small,medium,poor
medium,high,4,4,small,high,acceptable
medium,high,4,4,medium,low,poor
medium,high,4,4,medium,medium,acceptable
medium,high,4,4,medium,high,acceptable
medium,high,4,4,big,low,poor
medium,high,4,4,big,medium,acceptable
medium,high,4,4,big,high,acceptable
medium,high,4,6,small,low,poor
medium,high,4,6,small,medium,poor
medium,high,4,6,small,high,acceptable
medium,high,4,6,medium,low,poor
medium,high,4,6,medium,medium,acceptable
medium,high,4,6,medium,high,acceptable
medium,high,4,6,big,low,poor
medium,high,4,6,big,medium,acceptable
medium,high,4,6,big,high,acceptable
medium,high,5,2,small,low,poor
medium,high,5,2,small,medium,poor
medium,high,5,2,small,high,poor
medium,high,5,2,medium,low,poor
medium,high,5,2,medium,medium,poor
medium,high,5,2,medium,high,poor
medium,high,5,2,big,low,poor
medium,high,5,2,big,medium,poor
medium,high,5,2,big,high,poor
medium,high,5,4,small,low,poor
medium,high,5,4,small,medium,poor
medium,high,5,4,small,high,acceptable
medium,high,5,4,medium,low,poor
medium,high,5,4,medium,medium,acceptable
medium,high,5,4,medium,high,acceptable
medium,high,5,4,big,low,poor
medium,high,5,4,big,medium,acceptable
medium,high,5,4,big,high,acceptable
medium,high,5,6,small,low,poor
medium,high,5,6,small,medium,poor
medium,high,5,6,small,high,acceptable
medium,high,5,6,medium,low,poor
medium,high,5,6,medium,medium,acceptable
medium,high,5,6,medium,high,acceptable
medium,high,5,6,big,low,poor
medium,high,5,6,big,medium,acceptable
medium,high,5,6,big,high,acceptable
medium,medium,2,2,small,low,poor
medium,medium,2,2,small,medium,poor
medium,medium,2,2,small,high,poor
medium,medium,2,2,medium,low,poor
medium,medium,2,2,medium,medium,poor
medium,medium,2,2,medium,high,poor
medium,medium,2,2,big,low,poor
medium,medium,2,2,big,medium,poor
medium,medium,2,2,big,high,poor
medium,medium,2,4,small,low,poor
medium,medium,2,4,small,medium,acceptable
medium,medium,2,4,small,high,acceptable
medium,medium,2,4,medium,low,poor
medium,medium,2,4,medium,medium,acceptable
medium,medium,2,4,medium,high,acceptable
medium,medium,2,4,big,low,poor
medium,medium,2,4,big,medium,acceptable
medium,medium,2,4,big,high,vgood
medium,medium,2,6,small,low,poor
medium,medium,2,6,small,medium,poor
medium,medium,2,6,small,high,poor
medium,medium,2,6,medium,low,poor
medium,medium,2,6,medium,medium,acceptable
medium,medium,2,6,medium,high,acceptable
medium,medium,2,6,big,low,poor
medium,medium,2,6,big,medium,acceptable
medium,medium,2,6,big,high,vgood
medium,medium,3,2,small,low,poor
medium,medium,3,2,small,medium,poor
medium,medium,3,2,small,high,poor
medium,medium,3,2,medium,low,poor
medium,medium,3,2,medium,medium,poor
medium,medium,3,2,medium,high,poor
medium,medium,3,2,big,low,poor
medium,medium,3,2,big,medium,poor
medium,medium,3,2,big,high,poor
medium,medium,3,4,small,low,poor
medium,medium,3,4,small,medium,acceptable
medium,medium,3,4,small,high,acceptable
medium,medium,3,4,medium,low,poor
medium,medium,3,4,medium,medium,acceptable
medium,medium,3,4,medium,high,acceptable
medium,medium,3,4,big,low,poor
medium,medium,3,4,big,medium,acceptable
medium,medium,3,4,big,high,vgood
medium,medium,3,6,small,low,poor
medium,medium,3,6,small,medium,acceptable
medium,medium,3,6,small,high,acceptable
medium,medium,3,6,medium,low,poor
medium,medium,3,6,medium,medium,acceptable
medium,medium,3,6,medium,high,vgood
medium,medium,3,6,big,low,poor
medium,medium,3,6,big,medium,acceptable
medium,medium,3,6,big,high,vgood
medium,medium,4,2,small,low,poor
medium,medium,4,2,small,medium,poor
medium,medium,4,2,small,high,poor
medium,medium,4,2,medium,low,poor
medium,medium,4,2,medium,medium,poor
medium,medium,4,2,medium,high,poor
medium,medium,4,2,big,low,poor
medium,medium,4,2,big,medium,poor
medium,medium,4,2,big,high,poor
medium,medium,4,4,small,low,poor
medium,medium,4,4,small,medium,acceptable
medium,medium,4,4,small,high,acceptable
medium,medium,4,4,medium,low,poor
medium,medium,4,4,medium,medium,acceptable
medium,medium,4,4,medium,high,vgood
medium,medium,4,4,big,low,poor
medium,medium,4,4,big,medium,acceptable
medium,medium,4,4,big,high,vgood
medium,medium,4,6,small,low,poor
medium,medium,4,6,small,medium,acceptable
medium,medium,4,6,small,high,acceptable
medium,medium,4,6,medium,low,poor
medium,medium,4,6,medium,medium,acceptable
medium,medium,4,6,medium,high,vgood
medium,medium,4,6,big,low,poor
medium,medium,4,6,big,medium,acceptable
medium,medium,4,6,big,high,vgood
medium,medium,5,2,small,low,poor
medium,medium,5,2,small,medium,poor
medium,medium,5,2,small,high,poor
medium,medium,5,2,medium,low,poor
medium,medium,5,2,medium,medium,poor
medium,medium,5,2,medium,high,poor
medium,medium,5,2,big,low,poor
medium,medium,5,2,big,medium,poor
medium,medium,5,2,big,high,poor
medium,medium,5,4,small,low,poor
medium,medium,5,4,small,medium,acceptable
medium,medium,5,4,small,high,acceptable
medium,medium,5,4,medium,low,poor
medium,medium,5,4,medium,medium,acceptable
medium,medium,5,4,medium,high,vgood
medium,medium,5,4,big,low,poor
medium,medium,5,4,big,medium,acceptable
medium,medium,5,4,big,high,vgood
medium,medium,5,6,small,low,poor
medium,medium,5,6,small,medium,acceptable
medium,medium,5,6,small,high,acceptable
medium,medium,5,6,medium,low,poor
medium,medium,5,6,medium,medium,acceptable
medium,medium,5,6,medium,high,vgood
medium,medium,5,6,big,low,poor
medium,medium,5,6,big,medium,acceptable
medium,medium,5,6,big,high,vgood
medium,low,2,2,small,low,poor
medium,low,2,2,small,medium,poor
medium,low,2,2,small,high,poor
medium,low,2,2,medium,low,poor
medium,low,2,2,medium,medium,poor
medium,low,2,2,medium,high,poor
medium,low,2,2,big,low,poor
medium,low,2,2,big,medium,poor
medium,low,2,2,big,high,poor
medium,low,2,4,small,low,poor
medium,low,2,4,small,medium,acceptable
medium,low,2,4,small,high,good
medium,low,2,4,medium,low,poor
medium,low,2,4,medium,medium,acceptable
medium,low,2,4,medium,high,good
medium,low,2,4,big,low,poor
medium,low,2,4,big,medium,good
medium,low,2,4,big,high,vgood
medium,low,2,6,small,low,poor
medium,low,2,6,small,medium,poor
medium,low,2,6,small,high,poor
medium,low,2,6,medium,low,poor
medium,low,2,6,medium,medium,acceptable
medium,low,2,6,medium,high,good
medium,low,2,6,big,low,poor
medium,low,2,6,big,medium,good
medium,low,2,6,big,high,vgood
medium,low,3,2,small,low,poor
medium,low,3,2,small,medium,poor
medium,low,3,2,small,high,poor
medium,low,3,2,medium,low,poor
medium,low,3,2,medium,medium,poor
medium,low,3,2,medium,high,poor
medium,low,3,2,big,low,poor
medium,low,3,2,big,medium,poor
medium,low,3,2,big,high,poor
medium,low,3,4,small,low,poor
medium,low,3,4,small,medium,acceptable
medium,low,3,4,small,high,good
medium,low,3,4,medium,low,poor
medium,low,3,4,medium,medium,acceptable
medium,low,3,4,medium,high,good
medium,low,3,4,big,low,poor
medium,low,3,4,big,medium,good
medium,low,3,4,big,high,vgood
medium,low,3,6,small,low,poor
medium,low,3,6,small,medium,acceptable
medium,low,3,6,small,high,good
medium,low,3,6,medium,low,poor
medium,low,3,6,medium,medium,good
medium,low,3,6,medium,high,vgood
medium,low,3,6,big,low,poor
medium,low,3,6,big,medium,good
medium,low,3,6,big,high,vgood
medium,low,4,2,small,low,poor
medium,low,4,2,small,medium,poor
medium,low,4,2,small,high,poor
medium,low,4,2,medium,low,poor
medium,low,4,2,medium,medium,poor
medium,low,4,2,medium,high,poor
medium,low,4,2,big,low,poor
medium,low,4,2,big,medium,poor
medium,low,4,2,big,high,poor
medium,low,4,4,small,low,poor
medium,low,4,4,small,medium,acceptable
medium,low,4,4,small,high,good
medium,low,4,4,medium,low,poor
medium,low,4,4,medium,medium,good
medium,low,4,4,medium,high,vgood
medium,low,4,4,big,low,poor
medium,low,4,4,big,medium,good
medium,low,4,4,big,high,vgood
medium,low,4,6,small,low,poor
medium,low,4,6,small,medium,acceptable
medium,low,4,6,small,high,good
medium,low,4,6,medium,low,poor
medium,low,4,6,medium,medium,good
medium,low,4,6,medium,high,vgood
medium,low,4,6,big,low,poor
medium,low,4,6,big,medium,good
medium,low,4,6,big,high,vgood
medium,low,5,2,small,low,poor
medium,low,5,2,small,medium,poor
medium,low,5,2,small,high,poor
medium,low,5,2,medium,low,poor
medium,low,5,2,medium,medium,poor
medium,low,5,2,medium,high,poor
medium,low,5,2,big,low,poor
medium,low,5,2,big,medium,poor
medium,low,5,2,big,high,poor
medium,low,5,4,small,low,poor
medium,low,5,4,small,medium,acceptable
medium,low,5,4,small,high,good
medium,low,5,4,medium,low,poor
medium,low,5,4,medium,medium,good
medium,low,5,4,medium,high,vgood
medium,low,5,4,big,low,poor
medium,low,5,4,big,medium,good
medium,low,5,4,big,high,vgood
medium,low,5,6,small,low,poor
medium,low,5,6,small,medium,acceptable
medium,low,5,6,small,high,good
medium,low,5,6,medium,low,poor
medium,low,5,6,medium,medium,good
medium,low,5,6,medium,high,vgood
medium,low,5,6,big,low,poor
medium,low,5,6,big,medium,good
medium,low,5,6,big,high,vgood
low,vhigh,2,2,small,low,poor
low,vhigh,2,2,small,medium,poor
low,vhigh,2,2,small,high,poor
low,vhigh,2,2,medium,low,poor
low,vhigh,2,2,medium,medium,poor
low,vhigh,2,2,medium,high,poor
low,vhigh,2,2,big,low,poor
low,vhigh,2,2,big,medium,poor
low,vhigh,2,2,big,high,poor
low,vhigh,2,4,small,low,poor
low,vhigh,2,4,small,medium,poor
low,vhigh,2,4,small,high,acceptable
low,vhigh,2,4,medium,low,poor
low,vhigh,2,4,medium,medium,poor
low,vhigh,2,4,medium,high,acceptable
low,vhigh,2,4,big,low,poor
low,vhigh,2,4,big,medium,acceptable
low,vhigh,2,4,big,high,acceptable
low,vhigh,2,6,small,low,poor
low,vhigh,2,6,small,medium,poor
low,vhigh,2,6,small,high,poor
low,vhigh,2,6,medium,low,poor
low,vhigh,2,6,medium,medium,poor
low,vhigh,2,6,medium,high,acceptable
low,vhigh,2,6,big,low,poor
low,vhigh,2,6,big,medium,acceptable
low,vhigh,2,6,big,high,acceptable
low,vhigh,3,2,small,low,poor
low,vhigh,3,2,small,medium,poor
low,vhigh,3,2,small,high,poor
low,vhigh,3,2,medium,low,poor
low,vhigh,3,2,medium,medium,poor
low,vhigh,3,2,medium,high,poor
low,vhigh,3,2,big,low,poor
low,vhigh,3,2,big,medium,poor
low,vhigh,3,2,big,high,poor
low,vhigh,3,4,small,low,poor
low,vhigh,3,4,small,medium,poor
low,vhigh,3,4,small,high,acceptable
low,vhigh,3,4,medium,low,poor
low,vhigh,3,4,medium,medium,poor
low,vhigh,3,4,medium,high,acceptable
low,vhigh,3,4,big,low,poor
low,vhigh,3,4,big,medium,acceptable
low,vhigh,3,4,big,high,acceptable
low,vhigh,3,6,small,low,poor
low,vhigh,3,6,small,medium,poor
low,vhigh,3,6,small,high,acceptable
low,vhigh,3,6,medium,low,poor
low,vhigh,3,6,medium,medium,acceptable
low,vhigh,3,6,medium,high,acceptable
low,vhigh,3,6,big,low,poor
low,vhigh,3,6,big,medium,acceptable
low,vhigh,3,6,big,high,acceptable
low,vhigh,4,2,small,low,poor
low,vhigh,4,2,small,medium,poor
low,vhigh,4,2,small,high,poor
low,vhigh,4,2,medium,low,poor
low,vhigh,4,2,medium,medium,poor
low,vhigh,4,2,medium,high,poor
low,vhigh,4,2,big,low,poor
low,vhigh,4,2,big,medium,poor
low,vhigh,4,2,big,high,poor
low,vhigh,4,4,small,low,poor
low,vhigh,4,4,small,medium,poor
low,vhigh,4,4,small,high,acceptable
low,vhigh,4,4,medium,low,poor
low,vhigh,4,4,medium,medium,acceptable
low,vhigh,4,4,medium,high,acceptable
low,vhigh,4,4,big,low,poor
low,vhigh,4,4,big,medium,acceptable
low,vhigh,4,4,big,high,acceptable
low,vhigh,4,6,small,low,poor
low,vhigh,4,6,small,medium,poor
low,vhigh,4,6,small,high,acceptable
low,vhigh,4,6,medium,low,poor
low,vhigh,4,6,medium,medium,acceptable
low,vhigh,4,6,medium,high,acceptable
low,vhigh,4,6,big,low,poor
low,vhigh,4,6,big,medium,acceptable
low,vhigh,4,6,big,high,acceptable
low,vhigh,5,2,small,low,poor
low,vhigh,5,2,small,medium,poor
low,vhigh,5,2,small,high,poor
low,vhigh,5,2,medium,low,poor
low,vhigh,5,2,medium,medium,poor
low,vhigh,5,2,medium,high,poor
low,vhigh,5,2,big,low,poor
low,vhigh,5,2,big,medium,poor
low,vhigh,5,2,big,high,poor
low,vhigh,5,4,small,low,poor
low,vhigh,5,4,small,medium,poor
low,vhigh,5,4,small,high,acceptable
low,vhigh,5,4,medium,low,poor
low,vhigh,5,4,medium,medium,acceptable
low,vhigh,5,4,medium,high,acceptable
low,vhigh,5,4,big,low,poor
low,vhigh,5,4,big,medium,acceptable
low,vhigh,5,4,big,high,acceptable
low,vhigh,5,6,small,low,poor
low,vhigh,5,6,small,medium,poor
low,vhigh,5,6,small,high,acceptable
low,vhigh,5,6,medium,low,poor
low,vhigh,5,6,medium,medium,acceptable
low,vhigh,5,6,medium,high,acceptable
low,vhigh,5,6,big,low,poor
low,vhigh,5,6,big,medium,acceptable
low,vhigh,5,6,big,high,acceptable
low,high,2,2,small,low,poor
low,high,2,2,small,medium,poor
low,high,2,2,small,high,poor
low,high,2,2,medium,low,poor
low,high,2,2,medium,medium,poor
low,high,2,2,medium,high,poor
low,high,2,2,big,low,poor
low,high,2,2,big,medium,poor
low,high,2,2,big,high,poor
low,high,2,4,small,low,poor
low,high,2,4,small,medium,acceptable
low,high,2,4,small,high,acceptable
low,high,2,4,medium,low,poor
low,high,2,4,medium,medium,acceptable
low,high,2,4,medium,high,acceptable
low,high,2,4,big,low,poor
low,high,2,4,big,medium,acceptable
low,high,2,4,big,high,vgood
low,high,2,6,small,low,poor
low,high,2,6,small,medium,poor
low,high,2,6,small,high,poor
low,high,2,6,medium,low,poor
low,high,2,6,medium,medium,acceptable
low,high,2,6,medium,high,acceptable
low,high,2,6,big,low,poor
low,high,2,6,big,medium,acceptable
low,high,2,6,big,high,vgood
low,high,3,2,small,low,poor
low,high,3,2,small,medium,poor
low,high,3,2,small,high,poor
low,high,3,2,medium,low,poor
low,high,3,2,medium,medium,poor
low,high,3,2,medium,high,poor
low,high,3,2,big,low,poor
low,high,3,2,big,medium,poor
low,high,3,2,big,high,poor
low,high,3,4,small,low,poor
low,high,3,4,small,medium,acceptable
low,high,3,4,small,high,acceptable
low,high,3,4,medium,low,poor
low,high,3,4,medium,medium,acceptable
low,high,3,4,medium,high,acceptable
low,high,3,4,big,low,poor
low,high,3,4,big,medium,acceptable
low,high,3,4,big,high,vgood
low,high,3,6,small,low,poor
low,high,3,6,small,medium,acceptable
low,high,3,6,small,high,acceptable
low,high,3,6,medium,low,poor
low,high,3,6,medium,medium,acceptable
low,high,3,6,medium,high,vgood
low,high,3,6,big,low,poor
low,high,3,6,big,medium,acceptable
low,high,3,6,big,high,vgood
low,high,4,2,small,low,poor
low,high,4,2,small,medium,poor
low,high,4,2,small,high,poor
low,high,4,2,medium,low,poor
low,high,4,2,medium,medium,poor
low,high,4,2,medium,high,poor
low,high,4,2,big,low,poor
low,high,4,2,big,medium,poor
low,high,4,2,big,high,poor
low,high,4,4,small,low,poor
low,high,4,4,small,medium,acceptable
low,high,4,4,small,high,acceptable
low,high,4,4,medium,low,poor
low,high,4,4,medium,medium,acceptable
low,high,4,4,medium,high,vgood
low,high,4,4,big,low,poor
low,high,4,4,big,medium,acceptable
low,high,4,4,big,high,vgood
low,high,4,6,small,low,poor
low,high,4,6,small,medium,acceptable
low,high,4,6,small,high,acceptable
low,high,4,6,medium,low,poor
low,high,4,6,medium,medium,acceptable
low,high,4,6,medium,high,vgood
low,high,4,6,big,low,poor
low,high,4,6,big,medium,acceptable
low,high,4,6,big,high,vgood
low,high,5,2,small,low,poor
low,high,5,2,small,medium,poor
low,high,5,2,small,high,poor
low,high,5,2,medium,low,poor
low,high,5,2,medium,medium,poor
low,high,5,2,medium,high,poor
low,high,5,2,big,low,poor
low,high,5,2,big,medium,poor
low,high,5,2,big,high,poor
low,high,5,4,small,low,poor
low,high,5,4,small,medium,acceptable
low,high,5,4,small,high,acceptable
low,high,5,4,medium,low,poor
low,high,5,4,medium,medium,acceptable
low,high,5,4,medium,high,vgood
low,high,5,4,big,low,poor
low,high,5,4,big,medium,acceptable
low,high,5,4,big,high,vgood
low,high,5,6,small,low,poor
low,high,5,6,small,medium,acceptable
low,high,5,6,small,high,acceptable
low,high,5,6,medium,low,poor
low,high,5,6,medium,medium,acceptable
low,high,5,6,medium,high,vgood
low,high,5,6,big,low,poor
low,high,5,6,big,medium,acceptable
low,high,5,6,big,high,vgood
low,medium,2,2,small,low,poor
low,medium,2,2,small,medium,poor
low,medium,2,2,small,high,poor
low,medium,2,2,medium,low,poor
low,medium,2,2,medium,medium,poor
low,medium,2,2,medium,high,poor
low,medium,2,2,big,low,poor
low,medium,2,2,big,medium,poor
